"asin","product_title","average_rating","total_reviews","review_author","author_badge","badge","reviewed_product_attribute","reviewed_variant_asin","variant_review_url","review_rating","review_date","reviewed_country","review_text","review_comment_count","review_header","no_of_people_reacted_helpful","author_profile_url","url","brand","review_url","input"
"B00K8K937I","Puritan's Pride Super Strength Rapid Release Capsules Melatonin 120 Count (Pack of 2)","4.6","3273","Teresa A. Windmiller","","Verified Purchase","Size: 120 Count (Pack of 1)","B004R66PVG","https://www.amazon.com/Puritans-Pride-Strength-Capsules-Melatonin/product-reviews/B004R66PVG/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","December 19, 2013","United States","Quite quick working capsule. Makes you drowsy in no time and you stay asleep...but NO morning hangover! Have been buying for a while and will continue!","","Answer to a prayer","48","https://www.amazon.com/gp/profile/amzn1.account.AHHF5ZRPQ4VAEUWDCXSDPAKLCWRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B00K8K937I/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=213&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Puritan's Pride","https://www.amazon.com/gp/customer-reviews/R30H2ONQEGB4Y1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00K8K937I","B00K8K937I"
"B00K8K937I","Puritan's Pride Super Strength Rapid Release Capsules Melatonin 120 Count (Pack of 2)","4.6","3273","Paul","","","Size: 120 Count (Pack of 1)","B004R66PVG","https://www.amazon.com/Puritans-Pride-Strength-Capsules-Melatonin/product-reviews/B004R66PVG/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","March 31, 2017","United States ","Works great. Melatonin as a sleep aid starts working at 20 mg. I take 30 mg and sleep soundly and get 7-8 hours sleep as opposed to 4-5 hours sleep without the supplement.","","Works great. Melatonin as a sleep aid starts working at ...","1","https://www.amazon.com/gp/profile/amzn1.account.AH4CJIJL7ZWPAQQ4WJ2SM3VSPIJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B00K8K937I/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=298&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Puritan's Pride","https://www.amazon.com/gp/customer-reviews/R2I9OGD8CUM5DW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00K8K937I","B00K8K937I"
"B00K8K937I","Puritan's Pride Super Strength Rapid Release Capsules Melatonin 120 Count (Pack of 2)","4.6","3273","David J. Finehout","","Verified Purchase","Size: 120 Count (Pack of 2)","B00K8K937I","https://www.amazon.com/Puritans-Pride-Strength-Capsules-Melatonin/product-reviews/B00K8K937I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","August 06, 2016","United States ","THANKS","","Five Stars","","https://www.amazon.com/gp/profile/amzn1.account.AFRXUDAQ4TJIUSXUTVARRUMZ5GUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B00K8K937I/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=267&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Puritan's Pride","https://www.amazon.com/gp/customer-reviews/RGONNWVQRT7IN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00K8K937I","B00K8K937I"
"B00K8K937I","Puritan's Pride Super Strength Rapid Release Capsules Melatonin 120 Count (Pack of 2)","4.6","3273","M. S. Fischer","","Verified Purchase","Size: 120 Count (Pack of 2)","B00K8K937I","https://www.amazon.com/Puritans-Pride-Strength-Capsules-Melatonin/product-reviews/B00K8K937I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","March 30, 2015","United States ","You have to take it every night to get the best effect but it has really helped me sleep better and I was a skeptic.","","... have to take it every night to get the best effect but it has really helped me sleep better ...","1","https://www.amazon.com/gp/profile/amzn1.account.AEHRAS5IKKOW3655P3PFBI6TDO3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B00K8K937I/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=211&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Puritan's Pride","https://www.amazon.com/gp/customer-reviews/R1VF6FTAEYOXQM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00K8K937I","B00K8K937I"
"B00K8K937I","Puritan's Pride Super Strength Rapid Release Capsules Melatonin 120 Count (Pack of 2)","4.6","3273","Shop USA","","Verified Purchase","Size: 60 Count (Pack of 1)","B003FZDXVA","https://www.amazon.com/Puritans-Pride-Strength-Capsules-Melatonin/product-reviews/B003FZDXVA/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","November 29, 2014","United States","Item as described, fast shipping, packaged well. Very small and easy to swallow.","","Great transaction","","https://www.amazon.com/gp/profile/amzn1.account.AEZJ2I4TYL75AHXO5FIWH2OYEH6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B00K8K937I/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=258&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Puritan's Pride","https://www.amazon.com/gp/customer-reviews/R3FNYY1VA5B4OK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00K8K937I","B00K8K937I"
"B00K8K937I","Puritan's Pride Super Strength Rapid Release Capsules Melatonin 120 Count (Pack of 2)","4.6","3273","alanna","","Verified Purchase","Size: 60 Count (Pack of 1)","B003FZDXVA","https://www.amazon.com/Puritans-Pride-Strength-Capsules-Melatonin/product-reviews/B003FZDXVA/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","December 05, 2019","United States","Helped me sleep great!","","LOVED IT","","https://www.amazon.com/gp/profile/amzn1.account.AGNCDYPO2DO5ALHWQJO76UO26VSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B00K8K937I/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=161&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Puritan's Pride","https://www.amazon.com/gp/customer-reviews/R1PAD4I86V0Z0A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00K8K937I","B00K8K937I"
"B00K8K937I","Puritan's Pride Super Strength Rapid Release Capsules Melatonin 120 Count (Pack of 2)","4.6","3273","JMZ","","Verified Purchase","Size: 120 Count (Pack of 2)","B00K8K937I","https://www.amazon.com/Puritans-Pride-Strength-Capsules-Melatonin/product-reviews/B00K8K937I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","December 05, 2018","United States","Without a doubt, it works for me! They say take 2 but i take 3","","Insomniac remedy","","https://www.amazon.com/gp/profile/amzn1.account.AGGFPQEV56HVNMSVOQ6AGUQLYN2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B00K8K937I/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=138&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Puritan's Pride","https://www.amazon.com/gp/customer-reviews/R1U0CNL9K6Z612/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00K8K937I","B00K8K937I"
"B00K8K937I","Puritan's Pride Super Strength Rapid Release Capsules Melatonin 120 Count (Pack of 2)","4.6","3273","George Davino","","Verified Purchase","Size: 120 Count (Pack of 1)","B004R66PVG","https://www.amazon.com/Puritans-Pride-Strength-Capsules-Melatonin/product-reviews/B004R66PVG/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","4.0","September 20, 2017","United States","works!","","Four Stars","","https://www.amazon.com/gp/profile/amzn1.account.AEVPWAWGMHAIDB56GJWBJNKBBYIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B00K8K937I/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=156&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Puritan's Pride","https://www.amazon.com/gp/customer-reviews/R1RM42N0S21R9F/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00K8K937I","B00K8K937I"
"B00K8K937I","Puritan's Pride Super Strength Rapid Release Capsules Melatonin 120 Count (Pack of 2)","4.6","3273","Kindle Customer","","Verified Purchase","Size: 60 Count (Pack of 1)","B003FZDXVA","https://www.amazon.com/Puritans-Pride-Strength-Capsules-Melatonin/product-reviews/B003FZDXVA/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","3.0","December 27, 2016","United States ","I'm happy with the quality of this product. It's as described. As someone with severe insomnia, I've tried everything there is. Even at 10mg It takes a few doses for it to get me to sleep. I like that I'm aware that I'm drifting off. With Ambien one minute I'm wide awake and the next minute it's 8 hours later. What I don't like about this melatonin is that while a few doses gets me to sleep it doesn't keep me asleep. Perhaps I should try for the extended release since I can't seem to stay asleep for longer than 4 hours on these. On the plus side, though I'm wide awake at 4am, I'm not groggy or later in the day. One note of caution/strong suggestion would be to up your fiber intake while on these capsules. Add an extra dose (or 2 or 3 doses) of chia seeds or start loving bran muffins","","Good for putting you to sleep, not for keeping you asleep","","https://www.amazon.com/gp/profile/amzn1.account.AEPAECDAWBCJVG3SKO52VMYDCQ2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B00K8K937I/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=32&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Puritan's Pride","https://www.amazon.com/gp/customer-reviews/R1OI7FKQSYUSCJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00K8K937I","B00K8K937I"
"B00K8K937I","Puritan's Pride Super Strength Rapid Release Capsules Melatonin 120 Count (Pack of 2)","4.6","3273","Amazon Customer","","Verified Purchase","Size: 120 Count (Pack of 2)","B00K8K937I","https://www.amazon.com/Puritans-Pride-Strength-Capsules-Melatonin/product-reviews/B00K8K937I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","March 01, 2022","United States","works great ....zzzzzz in abundance","","works like magic","","https://www.amazon.com/gp/profile/amzn1.account.AFM7EZOXSDXQAO3V4O2G7YMYF4MA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B00K8K937I/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=305&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Puritan's Pride","https://www.amazon.com/gp/customer-reviews/RR1PBDZ0XZ0B6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00K8K937I","B00K8K937I"
"B00K8K937I","Puritan's Pride Super Strength Rapid Release Capsules Melatonin 120 Count (Pack of 2)","4.6","3273","Terrence Kelly","","Verified Purchase","Size: 120 Count (Pack of 2)","B00K8K937I","https://www.amazon.com/Puritans-Pride-Strength-Capsules-Melatonin/product-reviews/B00K8K937I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","4.0","November 21, 2019","United States ","There is no flavor, which is fine. works good. worth the money","","Efectivness","","https://www.amazon.com/gp/profile/amzn1.account.AE5TLWV4X2NKUOIQ2TFOU3ZNGE2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B00K8K937I/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=66&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Puritan's Pride","https://www.amazon.com/gp/customer-reviews/R1FNP54YCPRSJ2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00K8K937I","B00K8K937I"
"B00K8K937I","Puritan's Pride Super Strength Rapid Release Capsules Melatonin 120 Count (Pack of 2)","4.6","3273","bligit","","Verified Purchase","Size: 120 Count (Pack of 2)","B00K8K937I","https://www.amazon.com/Puritans-Pride-Strength-Capsules-Melatonin/product-reviews/B00K8K937I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","March 09, 2020","United States","Gets you to sleep fast first few times may need a stronger type of trazodone. Not addictive.","","Will get you asleep. Pleasant dreams!","","https://www.amazon.com/gp/profile/amzn1.account.AE3M7BXFVN2RKVKV72P5LPXSNT6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B00K8K937I/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=89&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Puritan's Pride","https://www.amazon.com/gp/customer-reviews/R1HBOLHTJ8568W/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00K8K937I","B00K8K937I"
"B00K8K937I","Puritan's Pride Super Strength Rapid Release Capsules Melatonin 120 Count (Pack of 2)","4.6","3273","Joey & Sid","","Verified Purchase","Size: 120 Count (Pack of 2)","B00K8K937I","https://www.amazon.com/Puritans-Pride-Strength-Capsules-Melatonin/product-reviews/B00K8K937I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","February 13, 2020","United States","Really helps me get a good nights sleep.","","Not A Drug","","https://www.amazon.com/gp/profile/amzn1.account.AHZXPZE6LHWJZD2VOWKWXSSBOYMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B00K8K937I/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=119&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Puritan's Pride","https://www.amazon.com/gp/customer-reviews/R2OU7SZXQTRM5V/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00K8K937I","B00K8K937I"
"B00K8K937I","Puritan's Pride Super Strength Rapid Release Capsules Melatonin 120 Count (Pack of 2)","4.6","3273","LADY B","","Verified Purchase","Size: 120 Count (Pack of 2)","B00K8K937I","https://www.amazon.com/Puritans-Pride-Strength-Capsules-Melatonin/product-reviews/B00K8K937I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","October 09, 2019","United States ","Price and product","","Great product","","https://www.amazon.com/gp/profile/amzn1.account.AHZNCGXENT6QGZZOPUJYVCKSJ33A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B00K8K937I/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=175&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Puritan's Pride","https://www.amazon.com/gp/customer-reviews/R1JJU2EG18HCYP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00K8K937I","B00K8K937I"
"B00K8K937I","Puritan's Pride Super Strength Rapid Release Capsules Melatonin 120 Count (Pack of 2)","4.6","3273","KER","","Verified Purchase","Size: 120 Count (Pack of 2)","B00K8K937I","https://www.amazon.com/Puritans-Pride-Strength-Capsules-Melatonin/product-reviews/B00K8K937I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","October 07, 2015","United States ","Gets me to sleep. Take 1 hr before bedtime.","","Ho-hum","","https://www.amazon.com/gp/profile/amzn1.account.AHHJZJLIUH3KZGXCFMVRI5P326DA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B00K8K937I/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=262&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Puritan's Pride","https://www.amazon.com/gp/customer-reviews/RD3819TVV2U8I/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00K8K937I","B00K8K937I"
"B00K8K937I","Puritan's Pride Super Strength Rapid Release Capsules Melatonin 120 Count (Pack of 2)","4.6","3273","D. Blew","","Verified Purchase","Size: 60 Count (Pack of 1)","B003FZDXVA","https://www.amazon.com/Puritans-Pride-Strength-Capsules-Melatonin/product-reviews/B003FZDXVA/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","May 01, 2016","United States","My son has narcolepsy and I don't know what's different about your melatonin be it the capsule or what but he able to some days get sleep using your product.","","My son has narcolepsy and I don't know what's different ...","","https://www.amazon.com/gp/profile/amzn1.account.AHPQ4KWDFK6POKH5OPJTUOQVCV2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B00K8K937I/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=162&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Puritan's Pride","https://www.amazon.com/gp/customer-reviews/RWMXY0EWC45YM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00K8K937I","B00K8K937I"
"B00K8K937I","Puritan's Pride Super Strength Rapid Release Capsules Melatonin 120 Count (Pack of 2)","4.6","3273","Happy. Now","","Verified Purchase","Size: 120 Count (Pack of 1)","B004R66PVG","https://www.amazon.com/Puritans-Pride-Strength-Capsules-Melatonin/product-reviews/B004R66PVG/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","June 10, 2022","United States","Like these","","Like the way they work","","https://www.amazon.com/gp/profile/amzn1.account.AFKBBVXA2PMTLARKGTJITKHHNFJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B00K8K937I/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=15&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Puritan's Pride","https://www.amazon.com/gp/customer-reviews/R31B2G4B35M143/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00K8K937I","B00K8K937I"
"B00K8K937I","Puritan's Pride Super Strength Rapid Release Capsules Melatonin 120 Count (Pack of 2)","4.6","3273","Kyle C.","","Verified Purchase","Size: 120 Count (Pack of 2)","B00K8K937I","https://www.amazon.com/Puritans-Pride-Strength-Capsules-Melatonin/product-reviews/B00K8K937I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","September 11, 2016","United States","cheap price and it works great restful sleep zzzzzzzzzzzzz","","Five Stars","1","https://www.amazon.com/gp/profile/amzn1.account.AHKY6LTU5LCEZ7ZLSMYXDZB2PNZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B00K8K937I/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=246&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Puritan's Pride","https://www.amazon.com/gp/customer-reviews/RHNDCROJMWS4V/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00K8K937I","B00K8K937I"
"B00K8K937I","Puritan's Pride Super Strength Rapid Release Capsules Melatonin 120 Count (Pack of 2)","4.6","3273","Susan","","Verified Purchase","Size: 120 Count (Pack of 2)","B00K8K937I","https://www.amazon.com/Puritans-Pride-Strength-Capsules-Melatonin/product-reviews/B00K8K937I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","February 20, 2022","United States ","Great value, works Great","","great product","","https://www.amazon.com/gp/profile/amzn1.account.AE5WXVQGGICGLZY6FT5CYPX2DVKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B00K8K937I/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=308&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Puritan's Pride","https://www.amazon.com/gp/customer-reviews/R2M3ELPNDP8QPY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00K8K937I","B00K8K937I"
"B00K8K937I","Puritan's Pride Super Strength Rapid Release Capsules Melatonin 120 Count (Pack of 2)","4.6","3273","Cheryl","","Verified Purchase","Size: 120 Count (Pack of 2)","B00K8K937I","https://www.amazon.com/Puritans-Pride-Strength-Capsules-Melatonin/product-reviews/B00K8K937I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","March 20, 2020","United States ","Great product, good value","","Good value","","https://www.amazon.com/gp/profile/amzn1.account.AEFWLQUWMWON7NPJTQTKNY3M5VAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B00K8K937I/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=134&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Puritan's Pride","https://www.amazon.com/gp/customer-reviews/R22F9RUHYG8XJ3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00K8K937I","B00K8K937I"
"B00K8K937I","Puritan's Pride Super Strength Rapid Release Capsules Melatonin 120 Count (Pack of 2)","4.6","3273","Vagner","","Verified Purchase","Size: 120 Count (Pack of 2)","B00K8K937I","https://www.amazon.com/Puritans-Pride-Strength-Capsules-Melatonin/product-reviews/B00K8K937I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","October 09, 2017","United States","The best","","Five Stars","","https://www.amazon.com/gp/profile/amzn1.account.AEPX7F64A77KLU2IUTCQVFGYBNZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B00K8K937I/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=246&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Puritan's Pride","https://www.amazon.com/gp/customer-reviews/R1MEXZETTCHYKY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00K8K937I","B00K8K937I"
"B00K8K937I","Puritan's Pride Super Strength Rapid Release Capsules Melatonin 120 Count (Pack of 2)","4.6","3273","Adrian Garcia","","Verified Purchase","Size: 120 Count (Pack of 2)","B00K8K937I","https://www.amazon.com/Puritans-Pride-Strength-Capsules-Melatonin/product-reviews/B00K8K937I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","October 16, 2019","United States","Used it to help sleep and it works wonders","","Works great","","https://www.amazon.com/gp/profile/amzn1.account.AGQV6P24CK4XVQTTG3A2KBFPDIKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B00K8K937I/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=140&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Puritan's Pride","https://www.amazon.com/gp/customer-reviews/R3M132WBOV5JCG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00K8K937I","B00K8K937I"
"B00K8K937I","Puritan's Pride Super Strength Rapid Release Capsules Melatonin 120 Count (Pack of 2)","4.6","3273","Aptsgirl","","Verified Purchase","Size: 60 Count (Pack of 1)","B003FZDXVA","https://www.amazon.com/Puritans-Pride-Strength-Capsules-Melatonin/product-reviews/B003FZDXVA/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","2.0","May 22, 2020","United States","They did not help me fall asleep.","","Was hoping for easy sleep!","","https://www.amazon.com/gp/profile/amzn1.account.AGLG4EUGQHU2LBBPLAXEMXE7NDPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B00K8K937I/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=233&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Puritan's Pride","https://www.amazon.com/gp/customer-reviews/R102VFTS3EFNED/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00K8K937I","B00K8K937I"
"B00K8K937I","Puritan's Pride Super Strength Rapid Release Capsules Melatonin 120 Count (Pack of 2)","4.6","3273","Amazon Customer","","Verified Purchase","Size: 60 Count (Pack of 1)","B003FZDXVA","https://www.amazon.com/Puritans-Pride-Strength-Capsules-Melatonin/product-reviews/B003FZDXVA/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","1.0","December 23, 2019","United States ","My experience was not a product problem...I have used 5 mg without issues...10 caused nightmares and foggy brain the next day....FOR ME. More is not always better lol!!","","Too powerful for 150 pounds","","https://www.amazon.com/gp/profile/amzn1.account.AEJCGFFAQHVSTBI7STQI3ADDQ46A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B00K8K937I/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=245&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Puritan's Pride","https://www.amazon.com/gp/customer-reviews/R3PT0X9T7E25D2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00K8K937I","B00K8K937I"
"B00K8K937I","Puritan's Pride Super Strength Rapid Release Capsules Melatonin 120 Count (Pack of 2)","4.6","3273","AmazonI","","Verified Purchase","Size: 120 Count (Pack of 1)","B004R66PVG","https://www.amazon.com/Puritans-Pride-Strength-Capsules-Melatonin/product-reviews/B004R66PVG/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","March 28, 2019","United States ","no side-effects; seems to work; good price","","no side-effects; seems to work; good price","","https://www.amazon.com/gp/profile/amzn1.account.AGEZWHAGL37JAPY63GPY3Q4HB6KQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B00K8K937I/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=169&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Puritan's Pride","https://www.amazon.com/gp/customer-reviews/R3NUVZ9LWK0AX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00K8K937I","B00K8K937I"
"B00K8K937I","Puritan's Pride Super Strength Rapid Release Capsules Melatonin 120 Count (Pack of 2)","4.6","3273","George M.","","Verified Purchase","Size: 120 Count (Pack of 2)","B00K8K937I","https://www.amazon.com/Puritans-Pride-Strength-Capsules-Melatonin/product-reviews/B00K8K937I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","June 16, 2017","United States ","Definitely works , just makes my mouth super dry whenever I wake up !","","Definitely works","","https://www.amazon.com/gp/profile/amzn1.account.AHE333UHDZC6QGQMREWDCZGH55CQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B00K8K937I/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=199&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Puritan's Pride","https://www.amazon.com/gp/customer-reviews/RGA78UW01HXER/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00K8K937I","B00K8K937I"
"B00K8K937I","Puritan's Pride Super Strength Rapid Release Capsules Melatonin 120 Count (Pack of 2)","4.6","3273","Zacary Papendick","","Verified Purchase","Size: 120 Count (Pack of 1)","B004R66PVG","https://www.amazon.com/Puritans-Pride-Strength-Capsules-Melatonin/product-reviews/B004R66PVG/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","1.0","September 12, 2022","United States ","Unfortunately they do not work for me. Take two and nothing. Wal mart brand ones always worked just fine but I thought I’d try these.","","Did not work","","https://www.amazon.com/gp/profile/amzn1.account.AH5ZG2UHK6RDVVY7GSH2AQQKE3RA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B00K8K937I/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=79&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Puritan's Pride","https://www.amazon.com/gp/customer-reviews/R2Z8MZ1SD9DT0N/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00K8K937I","B00K8K937I"
