"asin","product_title","average_rating","total_reviews","review_author","author_badge","badge","reviewed_product_attribute","reviewed_variant_asin","variant_review_url","review_rating","review_date","reviewed_country","review_text","review_comment_count","review_header","no_of_people_reacted_helpful","author_profile_url","url","brand","review_url","input"
"B01MAWIGWT","Zarbee's Kids 1mg Melatonin Gummy, Drug-Free & Effective Sleep Supplement for Children Ages 3 and Up, Natural Berry Flavored Gummies, 50 Count","4.7","3256","Christina Majors","","Verified Purchase","Style: Kids Bedtime Melatonin Gummies, 50ct","B01MAWIGWT","https://www.amazon.com/Zarbees-Naturals-Childrens-Melatonin-Supplement-Flavored/product-reviews/B01MAWIGWT/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","October 29, 2020","United States","The berry flavor is awful. My children will not eat them.","","Berry flavor is bad","","https://www.amazon.com/gp/profile/amzn1.account.AHLLV233K3YCGTYDSS5SLPR2T7QA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B01MAWIGWT/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=153&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Zarbee's","https://www.amazon.com/gp/customer-reviews/R2BCAW36T4CWV1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01MAWIGWT","B01MAWIGWT"
"B01MAWIGWT","Zarbee's Kids 1mg Melatonin Gummy, Drug-Free & Effective Sleep Supplement for Children Ages 3 and Up, Natural Berry Flavored Gummies, 50 Count","4.7","3256","Amazon Customer","","Verified Purchase","Style: Kids Bedtime Melatonin Gummies, 50ct","B01MAWIGWT","https://www.amazon.com/Zarbees-Naturals-Childrens-Melatonin-Supplement-Flavored/product-reviews/B01MAWIGWT/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","August 23, 2021","United States","My kids (7 yr old twins) were not falling asleep for probably 2 hrs after going up to bed. These worked on the first night and they were both asleep with half an hr. I did follow other reviews and cut the dose. I give them each half of 1 gummy and it is fine for both. Will adjust if needed. Also as others note- this helps them to fall asleep, not necessarily stay asleep. Just fyi. But works for us, I will continue to use and purchase. Update-- almost 1 month later. Still using nightly- my son didnt like the gummies (texture) so we got him the chewable version which he prefers. We now do 1 full gummy/tablet each, still half of the recommended dose for their age. These really help both of my kids fall asleep quickly, I will continue to buy!","","Works- update at bottom","","https://www.amazon.com/gp/profile/amzn1.account.AGQ325HKJI2C5VFYK3CYTFXD26VQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B01MAWIGWT/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=306&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Zarbee's","https://www.amazon.com/gp/customer-reviews/RW6QQBR3I91FQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01MAWIGWT","B01MAWIGWT"
"B01MAWIGWT","Zarbee's Kids 1mg Melatonin Gummy, Drug-Free & Effective Sleep Supplement for Children Ages 3 and Up, Natural Berry Flavored Gummies, 50 Count","4.7","3256","Juan","","Verified Purchase","Style: Kids Bedtime Melatonin Gummies, 50ct","B01MAWIGWT","https://www.amazon.com/Zarbees-Naturals-Childrens-Melatonin-Supplement-Flavored/product-reviews/B01MAWIGWT/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","December 30, 2020","United States","First of all I’m a teen I have problems sleeping, first night instant comfort felt asleep in no time 10/10","","Best natural sleeping gummy","","https://www.amazon.com/gp/profile/amzn1.account.AGXKXCNCCMPRK3IXKB2D3FJOHC2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B01MAWIGWT/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=314&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Zarbee's","https://www.amazon.com/gp/customer-reviews/R3VLXCKARTUCJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01MAWIGWT","B01MAWIGWT"
"B01MAWIGWT","Zarbee's Kids 1mg Melatonin Gummy, Drug-Free & Effective Sleep Supplement for Children Ages 3 and Up, Natural Berry Flavored Gummies, 50 Count","4.7","3256","Amazon Customer","","Verified Purchase","Style: Kids Bedtime Melatonin Gummies, 50ct","B01MAWIGWT","https://www.amazon.com/Zarbees-Naturals-Childrens-Melatonin-Supplement-Flavored/product-reviews/B01MAWIGWT/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","4.0","February 06, 2021","United States","I give these gummies to my 5 and 8-year-olds along with their nightly vitamins. My pediatrician recommended melatonin gummies given how hard it is to get my littles to sleep. I don't use it every night, only when they are more restless than usual.","","Safe, effective gummy to help with sleep...","","https://www.amazon.com/gp/profile/amzn1.account.AGV5KNL5VJUZVL2OUKMBTHTJ3RKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B01MAWIGWT/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=39&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Zarbee's","https://www.amazon.com/gp/customer-reviews/R26JIFZCD90VYW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01MAWIGWT","B01MAWIGWT"
"B01MAWIGWT","Zarbee's Kids 1mg Melatonin Gummy, Drug-Free & Effective Sleep Supplement for Children Ages 3 and Up, Natural Berry Flavored Gummies, 50 Count","4.7","3256","Darren S.","","Verified Purchase","Style: Kids Bedtime Melatonin Gummies, 50ct","B01MAWIGWT","https://www.amazon.com/Zarbees-Naturals-Childrens-Melatonin-Supplement-Flavored/product-reviews/B01MAWIGWT/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","September 06, 2019","United States","Works Great! Helps my 3 year old calm down at night. Shortly after giving him one he is out!","","Works great!","","https://www.amazon.com/gp/profile/amzn1.account.AH5EJIN4ZDEGA6YL4AONNWBBDH5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B01MAWIGWT/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=194&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Zarbee's","https://www.amazon.com/gp/customer-reviews/R1J7KMPXFHXFO7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01MAWIGWT","B01MAWIGWT"
"B01MAWIGWT","Zarbee's Kids 1mg Melatonin Gummy, Drug-Free & Effective Sleep Supplement for Children Ages 3 and Up, Natural Berry Flavored Gummies, 50 Count","4.7","3256","Adam Yates","","Verified Purchase","Style: Kids Bedtime Melatonin Gummies, 50ct","B01MAWIGWT","https://www.amazon.com/Zarbees-Naturals-Childrens-Melatonin-Supplement-Flavored/product-reviews/B01MAWIGWT/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","4.0","May 14, 2020","United States","It helps my daughter start to rest. Follow the instructions and only give 30 minutes to an hour before you want them to go to bed. And the taste is good my daughter doesn’t complain","","Definitely worth it.","","https://www.amazon.com/gp/profile/amzn1.account.AE4G4P76TDWANVUDYZPQ5B7ENMAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B01MAWIGWT/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=72&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Zarbee's","https://www.amazon.com/gp/customer-reviews/R2IZ7YKO5V4FUG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01MAWIGWT","B01MAWIGWT"
"B01MAWIGWT","Zarbee's Kids 1mg Melatonin Gummy, Drug-Free & Effective Sleep Supplement for Children Ages 3 and Up, Natural Berry Flavored Gummies, 50 Count","4.7","3256","Bally Banks","","Verified Purchase","Style: Kids Bedtime Melatonin Gummies, 50ct","B01MAWIGWT","https://www.amazon.com/Zarbees-Naturals-Childrens-Melatonin-Supplement-Flavored/product-reviews/B01MAWIGWT/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","July 01, 2021","United States ","Great product","","We love it","","https://www.amazon.com/gp/profile/amzn1.account.AEH7LSIVYOJOJJVWWCLLGZW4AYKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B01MAWIGWT/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=133&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Zarbee's","https://www.amazon.com/gp/customer-reviews/RL415E0P8LEGW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01MAWIGWT","B01MAWIGWT"
"B01MAWIGWT","Zarbee's Kids 1mg Melatonin Gummy, Drug-Free & Effective Sleep Supplement for Children Ages 3 and Up, Natural Berry Flavored Gummies, 50 Count","4.7","3256","Krystal Harris","","Verified Purchase","Style: Kids Bedtime Melatonin Gummies, 50ct","B01MAWIGWT","https://www.amazon.com/Zarbees-Naturals-Childrens-Melatonin-Supplement-Flavored/product-reviews/B01MAWIGWT/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","1.0","July 13, 2020","United States ","These gave me and my daughter nightmares will not be taking again!","","Make sure you check with your children after taking these my daughter had nightmares","","https://www.amazon.com/gp/profile/amzn1.account.AGXOPWRREALIDL2TJZNLB7BKYEQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B01MAWIGWT/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=311&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Zarbee's","https://www.amazon.com/gp/customer-reviews/R2UFNCTIAWQ6BO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01MAWIGWT","B01MAWIGWT"
"B01MAWIGWT","Zarbee's Kids 1mg Melatonin Gummy, Drug-Free & Effective Sleep Supplement for Children Ages 3 and Up, Natural Berry Flavored Gummies, 50 Count","4.7","3256","Silvie And Natalie","","Verified Purchase","Style: Kids Bedtime Melatonin Gummies, 50ct","B01MAWIGWT","https://www.amazon.com/Zarbees-Naturals-Childrens-Melatonin-Supplement-Flavored/product-reviews/B01MAWIGWT/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","April 23, 2021","United States","Daughter lives the taste","","It works great","","https://www.amazon.com/gp/profile/amzn1.account.AEPFWD4C3EVZMMOCKACS55MCFNZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B01MAWIGWT/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=134&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Zarbee's","https://www.amazon.com/gp/customer-reviews/RP6JYOGJ7I0FH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01MAWIGWT","B01MAWIGWT"
"B01MAWIGWT","Zarbee's Kids 1mg Melatonin Gummy, Drug-Free & Effective Sleep Supplement for Children Ages 3 and Up, Natural Berry Flavored Gummies, 50 Count","4.7","3256","Nae Barnes","","","Style: Kids Bedtime Melatonin Gummies, 50ct","B01MAWIGWT","https://www.amazon.com/Zarbees-Naturals-Childrens-Melatonin-Supplement-Flavored/product-reviews/B01MAWIGWT/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","June 29, 2022","United States ","These work absolutely amazing and I have been using them for years. I normally get them from walmart but I don't like leaving the house any more than I have to but what I can say is, they are cheaper by $4-$5 at your local walmart if you want to save money","","They work! Just cheaper at walmart.","","https://www.amazon.com/gp/profile/amzn1.account.AGRU27KH2HQTNO4RBSLYLOMQZG6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B01MAWIGWT/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=275&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Zarbee's","https://www.amazon.com/gp/customer-reviews/RCJ9NHH7KIIFQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01MAWIGWT","B01MAWIGWT"
