"asin","product_title","average_rating","total_reviews","review_author","author_badge","badge","reviewed_product_attribute","reviewed_variant_asin","variant_review_url","review_rating","review_date","reviewed_country","review_text","review_comment_count","review_header","no_of_people_reacted_helpful","author_profile_url","url","brand","review_url","input"
"B08CGYFB2Q","Vitamatic Melatonin 20mg Tablets | Vegetarian, Non-GMO, Gluten Free | HIGH Potency 20 MG | Natural Berry Flavor |","4.5","1033","Elaine L. Parsons","","Verified Purchase","Size: 120 Count (Pack of 2)","B08CSYJ3FZ","https://www.amazon.com/Vitamatic-Melatonin-Tablets-Vegetarian-Non-GMO/product-reviews/B08CSYJ3FZ/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","August 15, 2022","United States","20mg in one pill/dose. Easy to swallow. Grape flavor.","","Right dose","","https://www.amazon.com/gp/profile/amzn1.account.AFVIK2Q4GN5NUYNWEY3A442TMFOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08CGYFB2Q/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=16&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Vitamatic","https://www.amazon.com/gp/customer-reviews/R1RS5D54WG2JLB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08CGYFB2Q","B08CGYFB2Q"
"B08CGYFB2Q","Vitamatic Melatonin 20mg Tablets | Vegetarian, Non-GMO, Gluten Free | HIGH Potency 20 MG | Natural Berry Flavor |","4.5","1033","Garou","","Verified Purchase","Size: 120 Count (Pack of 1)","B08CGYFB2Q","https://www.amazon.com/Vitamatic-Melatonin-Tablets-Vegetarian-Non-GMO/product-reviews/B08CGYFB2Q/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","August 11, 2021","United States","Sleep aid","","It works as advertized.","","https://www.amazon.com/gp/profile/amzn1.account.AEIUGNCOJWNELRGPVX5ZXMQ7UFSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08CGYFB2Q/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=53&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Vitamatic","https://www.amazon.com/gp/customer-reviews/RSGXHQRC8NA5H/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08CGYFB2Q","B08CGYFB2Q"
"B08CGYFB2Q","Vitamatic Melatonin 20mg Tablets | Vegetarian, Non-GMO, Gluten Free | HIGH Potency 20 MG | Natural Berry Flavor |","4.5","1033","Lila Cossey","","Verified Purchase","Size: 120 Count (Pack of 1)","B08CGYFB2Q","https://www.amazon.com/Vitamatic-Melatonin-Tablets-Vegetarian-Non-GMO/product-reviews/B08CGYFB2Q/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","February 25, 2022","United States ","Me and my husband have been taking this for awhile now,and we love it,we take it about 20 minutes before bed,and it relaxes you all over,and you're gone,we sleep all nite long,love this product,we don't use anything else.it's great.","","Good Sleep!!","","https://www.amazon.com/gp/profile/amzn1.account.AEFIFNRP2UY34N44JFVU4QWBMDDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08CGYFB2Q/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=81&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Vitamatic","https://www.amazon.com/gp/customer-reviews/RF1DW3O9D2MD5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08CGYFB2Q","B08CGYFB2Q"
"B08CGYFB2Q","Vitamatic Melatonin 20mg Tablets | Vegetarian, Non-GMO, Gluten Free | HIGH Potency 20 MG | Natural Berry Flavor |","4.5","1033","duff","","Verified Purchase","","","","5.0","March 10, 2022","United States","product works as advertised","","works","","https://www.amazon.com/gp/profile/amzn1.account.AEPFHASUG6QIMATEHNOEQF7IINQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08CGYFB2Q/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=29&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Vitamatic","https://www.amazon.com/gp/customer-reviews/R1LTL717F3BPP4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08CGYFB2Q","B08CGYFB2Q"
"B08CGYFB2Q","Vitamatic Melatonin 20mg Tablets | Vegetarian, Non-GMO, Gluten Free | HIGH Potency 20 MG | Natural Berry Flavor |","4.5","1033","jon","","Verified Purchase","Size: 120 Count (Pack of 1)","B08CGYFB2Q","https://www.amazon.com/Vitamatic-Melatonin-Tablets-Vegetarian-Non-GMO/product-reviews/B08CGYFB2Q/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","May 03, 2022","United States","Works great with no after taste","","Works great no after taste","","https://www.amazon.com/gp/profile/amzn1.account.AF4VPZQGBQEZFAVQJID5KUQ5ZCHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08CGYFB2Q/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=24&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Vitamatic","https://www.amazon.com/gp/customer-reviews/R3AE3J3Y63MMWW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08CGYFB2Q","B08CGYFB2Q"
"B08CGYFB2Q","Vitamatic Melatonin 20mg Tablets | Vegetarian, Non-GMO, Gluten Free | HIGH Potency 20 MG | Natural Berry Flavor |","4.5","1033","Kenz3746","","Verified Purchase","Size: 120 Count (Pack of 1)","B08CGYFB2Q","https://www.amazon.com/Vitamatic-Melatonin-Tablets-Vegetarian-Non-GMO/product-reviews/B08CGYFB2Q/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","January 08, 2021","United States ","Takes a while to dissolve but does the job once it dissolves.","","It works!!","","https://www.amazon.com/gp/profile/amzn1.account.AGSL3YEBZN3AUQKJDIXMUTCNIBCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08CGYFB2Q/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=55&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Vitamatic","https://www.amazon.com/gp/customer-reviews/R3DTSXSLFYDRUN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08CGYFB2Q","B08CGYFB2Q"
"B08CGYFB2Q","Vitamatic Melatonin 20mg Tablets | Vegetarian, Non-GMO, Gluten Free | HIGH Potency 20 MG | Natural Berry Flavor |","4.5","1033","Peggy Shepard","","Verified Purchase","Size: 120 Count (Pack of 1)","B08CGYFB2Q","https://www.amazon.com/Vitamatic-Melatonin-Tablets-Vegetarian-Non-GMO/product-reviews/B08CGYFB2Q/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","3.0","October 01, 2022","United States","I liked the fact that these were chewable, but they were so extremely tart that I could only chew one at a time (and only one a day) I started to get sores in my mouth.","","too tart","","https://www.amazon.com/gp/profile/amzn1.account.AG7NHBIXYKS4RLHHHO2J57WP6YFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08CGYFB2Q/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=10&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Vitamatic","https://www.amazon.com/gp/customer-reviews/R3276UXRFI8RRD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08CGYFB2Q","B08CGYFB2Q"
"B08CGYFB2Q","Vitamatic Melatonin 20mg Tablets | Vegetarian, Non-GMO, Gluten Free | HIGH Potency 20 MG | Natural Berry Flavor |","4.5","1033","MJ","","Verified Purchase","Size: 120 Count (Pack of 1)","B08CGYFB2Q","https://www.amazon.com/Vitamatic-Melatonin-Tablets-Vegetarian-Non-GMO/product-reviews/B08CGYFB2Q/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","1.0","April 09, 2022","United States","I used to take 10mg in the past. I decided to increase the dose and try 20mg but it did not make a difference. Actually made it worse. I used to get better sleep with 10mg compared to 20mg.","","Does not make me sleep","","https://www.amazon.com/gp/profile/amzn1.account.AH7NIQS6EZQOUXJIBRIYZQKAFOZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08CGYFB2Q/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=87&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Vitamatic","https://www.amazon.com/gp/customer-reviews/R15UTI3E98XD6R/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08CGYFB2Q","B08CGYFB2Q"
"B08CGYFB2Q","Vitamatic Melatonin 20mg Tablets | Vegetarian, Non-GMO, Gluten Free | HIGH Potency 20 MG | Natural Berry Flavor |","4.5","1033","Ethel Mertz","","Verified Purchase","Size: 120 Count (Pack of 2)","B08CSYJ3FZ","https://www.amazon.com/Vitamatic-Melatonin-Tablets-Vegetarian-Non-GMO/product-reviews/B08CSYJ3FZ/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","3.0","January 11, 2022","United States","More mg does not mean you will fall asleep faster. Did not help me with sleep.","","Melatonin is not a sleeping pill","","https://www.amazon.com/gp/profile/amzn1.account.AEHCR7NCF3Z5FJT6XG4KQYJ542YQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08CGYFB2Q/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=29&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Vitamatic","https://www.amazon.com/gp/customer-reviews/R1B7IDU7NAEYQ6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08CGYFB2Q","B08CGYFB2Q"
"B08CGYFB2Q","Vitamatic Melatonin 20mg Tablets | Vegetarian, Non-GMO, Gluten Free | HIGH Potency 20 MG | Natural Berry Flavor |","4.5","1033","Steven Reich","","Verified Purchase","Size: 120 Count (Pack of 1)","B08CGYFB2Q","https://www.amazon.com/Vitamatic-Melatonin-Tablets-Vegetarian-Non-GMO/product-reviews/B08CGYFB2Q/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","4.0","October 17, 2021","United States ","I have a hard time sleeping through the night and this melatonin works well to keep me asleep or If I do wake up, I don't have to stare at the ceiling but fall asleep rather quickly, without having to take more melatonin in the middle of the night.","","I sleep well now with this product.","","https://www.amazon.com/gp/profile/amzn1.account.AHQIPFRBWBJLLKD2TYDBXY2WO6ZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08CGYFB2Q/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=17&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Vitamatic","https://www.amazon.com/gp/customer-reviews/ROGAZZQI8RGMD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08CGYFB2Q","B08CGYFB2Q"
"B08CGYFB2Q","Vitamatic Melatonin 20mg Tablets | Vegetarian, Non-GMO, Gluten Free | HIGH Potency 20 MG | Natural Berry Flavor |","4.5","1033","Professor","","Verified Purchase","Size: 120 Count (Pack of 1)","B08CGYFB2Q","https://www.amazon.com/Vitamatic-Melatonin-Tablets-Vegetarian-Non-GMO/product-reviews/B08CGYFB2Q/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","April 20, 2021","United States ","Works great and fast! Love it.","","Fabulous","","https://www.amazon.com/gp/profile/amzn1.account.AFM3KZINBZOOH2LUQB3EL3XPKSGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08CGYFB2Q/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=54&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Vitamatic","https://www.amazon.com/gp/customer-reviews/RPYVOCD63UG6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08CGYFB2Q","B08CGYFB2Q"
"B08CGYFB2Q","Vitamatic Melatonin 20mg Tablets | Vegetarian, Non-GMO, Gluten Free | HIGH Potency 20 MG | Natural Berry Flavor |","4.5","1033","Cara","","Verified Purchase","Size: 120 Count (Pack of 1)","B08CGYFB2Q","https://www.amazon.com/Vitamatic-Melatonin-Tablets-Vegetarian-Non-GMO/product-reviews/B08CGYFB2Q/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","November 23, 2022","United States","20mg is the perfect dosage.","","Works great","","https://www.amazon.com/gp/profile/amzn1.account.AFX5DLGZ6BR3RJRFNKWDT37DODUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08CGYFB2Q/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=5&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Vitamatic","https://www.amazon.com/gp/customer-reviews/R2GGIUZ3QZUZL4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08CGYFB2Q","B08CGYFB2Q"
"B08CGYFB2Q","Vitamatic Melatonin 20mg Tablets | Vegetarian, Non-GMO, Gluten Free | HIGH Potency 20 MG | Natural Berry Flavor |","4.5","1033","panabella","","Verified Purchase","Size: 120 Count (Pack of 1)","B08CGYFB2Q","https://www.amazon.com/Vitamatic-Melatonin-Tablets-Vegetarian-Non-GMO/product-reviews/B08CGYFB2Q/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","January 23, 2021","United States ","I really like this brand of Melatonin. It's small and dissolves pretty quick. I sleep like a baby. I have yet to find a dissolvable pill that tastes good but this one isn't bad. Would totally recommend.","","Good sleep","","https://www.amazon.com/gp/profile/amzn1.account.AH4LOOYTAPGAUO6YO6JTCBGOA7PQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08CGYFB2Q/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=37&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Vitamatic","https://www.amazon.com/gp/customer-reviews/R2RZXE4JVHGO4Q/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08CGYFB2Q","B08CGYFB2Q"
"B08CGYFB2Q","Vitamatic Melatonin 20mg Tablets | Vegetarian, Non-GMO, Gluten Free | HIGH Potency 20 MG | Natural Berry Flavor |","4.5","1033","Scousetchr","","Verified Purchase","Size: 120 Count (Pack of 1)","B08CGYFB2Q","https://www.amazon.com/Vitamatic-Melatonin-Tablets-Vegetarian-Non-GMO/product-reviews/B08CGYFB2Q/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","4.0","April 30, 2021","United States ","Advertised as ‘fast dissolve’ but I didn’t find this to be the case, had to chew the tablet. Not much flavor, but not unpleasant. Definitely worked for me as a sleep aid!","","It works!","","https://www.amazon.com/gp/profile/amzn1.account.AHQFJNIAVQIDFU3ZJMPZZDWW42UQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08CGYFB2Q/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=27&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Vitamatic","https://www.amazon.com/gp/customer-reviews/R1P5QQCNS326MX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08CGYFB2Q","B08CGYFB2Q"
"B08CGYFB2Q","Vitamatic Melatonin 20mg Tablets | Vegetarian, Non-GMO, Gluten Free | HIGH Potency 20 MG | Natural Berry Flavor |","4.5","1033","PH","","Verified Purchase","Size: 120 Count (Pack of 1)","B08CGYFB2Q","https://www.amazon.com/Vitamatic-Melatonin-Tablets-Vegetarian-Non-GMO/product-reviews/B08CGYFB2Q/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","April 28, 2021","United States","20mg solves my insomnia. I place a pill under my tongue while Alexa’s playing nature sounds in the background, and that’s it!! The taste is bearable, it dissolves quickly.","","It works, the taste isn’t really that bad!!","","https://www.amazon.com/gp/profile/amzn1.account.AG3PY7OKYINNSVV4U7Z2AT44OC4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08CGYFB2Q/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=36&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Vitamatic","https://www.amazon.com/gp/customer-reviews/R1DLHN4PXH52ES/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08CGYFB2Q","B08CGYFB2Q"
"B08CGYFB2Q","Vitamatic Melatonin 20mg Tablets | Vegetarian, Non-GMO, Gluten Free | HIGH Potency 20 MG | Natural Berry Flavor |","4.5","1033","jenmb2679","","Verified Purchase","Size: 120 Count (Pack of 1)","B08CGYFB2Q","https://www.amazon.com/Vitamatic-Melatonin-Tablets-Vegetarian-Non-GMO/product-reviews/B08CGYFB2Q/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","1.0","March 24, 2021","United States ","Bougjt for sleep. Kept me up all night","","Dont know if im supposed to swallow them or let them dissove in mouth.box just says fast dissolving","","https://www.amazon.com/gp/profile/amzn1.account.AFVHF6V75J6IHVQHBGPYDQANWLNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08CGYFB2Q/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=79&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Vitamatic","https://www.amazon.com/gp/customer-reviews/R1QTC39Q9NEQ52/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08CGYFB2Q","B08CGYFB2Q"
